filename,class,dice,iou
benign (6).png,benign,0.948512585841812,0.9020674647420376
benign (369).png,benign,0.948717948791,0.9024390246546368
benign (72).png,benign,0.949832775929602,0.9044585987619114
benign (129).png,benign,0.9502487562807851,0.9052132703667932
malignant (167).png,malignant,0.9504754659604051,0.9056248188017361
benign (79).png,benign,0.9514335869071289,0.9073660714802645
benign (234).png,benign,0.9518647567490173,0.9081507018202042
benign (75).png,benign,0.9522510232140741,0.9088541667457863
benign (403).png,benign,0.952812465471012,0.9098775854981264
benign (34).png,benign,0.9533213644663909,0.9108061750081154
benign (27).png,benign,0.9537037037572874,0.9115044249745478
benign (382).png,benign,0.9541088580646274,0.9122448979847683
benign (376).png,benign,0.9545485800760126,0.9130491975910222
malignant (87).png,malignant,0.9549267737871567,0.9137414966221111
benign (284).png,benign,0.954970263394231,0.9138211382580915
benign (372).png,benign,0.9557629870219637,0.9152739992556261
malignant (17).png,malignant,0.9557838320777615,0.9153122327137244
benign (406).png,benign,0.9562199081898757,0.9161124222449877
benign (326).png,benign,0.9567567567636317,0.9170984456211221
benign (155).png,benign,0.9573612228536656,0.9182098765642465
benign (385).png,benign,0.9591234724150344,0.9214574899421397
benign (68).png,benign,0.9611695544584491,0.9252419955435232
benign (386).png,benign,0.9615260265239166,0.9259028643051663
benign (66).png,benign,0.9616368286641244,0.9261083744570361
benign (434).png,benign,0.9631532154536053,0.928925304891592
benign (26).png,benign,0.9645268196925829,0.9314841157108856
benign (168).png,benign,0.9654255319263878,0.9331619537704615
benign (432).png,benign,0.9657013760596218,0.9336775218690717
benign (10).png,benign,0.9706816059811986,0.943033381733297
