filename,class,dice,iou,true_px,pred_px
benign (256).png,benign,0.7439237799447941,0.59226006204574,2976,2167
benign (41).png,benign,0.7543921293474364,0.6056417490534156,2882,2810
benign (424).png,benign,0.7579908678009215,0.6102941182201557,677,418
benign (436).png,benign,0.7742413027665629,0.6316425121514406,3349,4757
malignant (33).png,malignant,0.7756895289418526,0.6335725678317953,7212,5079
malignant (193).png,malignant,0.7786198644680417,0.6374918356384769,978,1529
benign (170).png,benign,0.786840674337455,0.6485880772529862,1461,2217
benign (71).png,benign,0.7920353986901871,0.6556776569389097,273,179
benign (42).png,benign,0.7960541409047822,0.6612042684217972,1789,2570
benign (109).png,benign,0.8023314749363493,0.6699111299894389,3331,4561
malignant (141).png,malignant,0.8024340771592561,0.6700542007655459,1428,1037
malignant (160).png,malignant,0.8076846107792887,0.6774085263872207,7209,7782
benign (387).png,benign,0.813423752423331,0.6855216882516056,2359,3392
malignant (46).png,malignant,0.8136256852726602,0.6858085810654729,1481,1073
benign (84).png,benign,0.8147875667068627,0.6874612043179822,2356,3081
malignant (148).png,malignant,0.815307820606809,0.6882022480668476,337,264
malignant (13).png,malignant,0.8206811654040457,0.6958942241837529,2594,2280
malignant (9).png,malignant,0.8227669766630693,0.6988989948784592,1741,1808
benign (337).png,benign,0.8237814676894583,0.7003642989978467,842,1025
malignant (94).png,malignant,0.8242002512975548,0.7009699162089479,5996,4351
malignant (49).png,malignant,0.8308241898875162,0.7106067220817955,1763,2156
malignant (125).png,malignant,0.8414770608573379,0.7263361238078969,1553,1128
benign (87).png,benign,0.8425076453803458,0.7278731839790314,551,757
benign (48).png,benign,0.8428958898721268,0.7284529391531004,2022,2771
malignant (114).png,malignant,0.8491063029304697,0.7377799575383718,5361,5269
benign (188).png,benign,0.8527881668160966,0.7433571918941387,15163,20398
benign (1).png,benign,0.8571428576661434,0.7500000016025641,117,156
malignant (133).png,malignant,0.8614115196722979,0.7565608949724505,13746,11220
benign (47).png,benign,0.8707482997593595,0.7710843387284076,145,149
benign (240).png,benign,0.8709116764305717,0.7713406101955386,3355,2974
malignant (57).png,malignant,0.8712555768210236,0.7718802936838283,3388,2888
benign (206).png,benign,0.8730412536382983,0.7746878548384292,1690,1437
benign (133).png,benign,0.8762541808089395,0.7797619054173753,323,275
malignant (53).png,malignant,0.8825065274492293,0.7897196262774041,1806,1641
malignant (144).png,malignant,0.8839054683523716,0.7919629057401378,8234,9157
malignant (111).png,malignant,0.8856583729462079,0.7947817361020093,7009,7299
benign (380).png,benign,0.8865784500126856,0.7962648560335062,476,582
benign (357).png,benign,0.8870822042063767,0.7970779222426315,1031,1183
malignant (202).png,malignant,0.8873828081003747,0.7975634518177536,4467,4386
malignant (23).png,malignant,0.889736977829307,0.8013749535673194,9962,9428
malignant (24).png,malignant,0.8899436369111582,0.8017103153658859,6440,7044
malignant (168).png,malignant,0.8937479753892332,0.8079062957821513,5954,6394
benign (404).png,benign,0.8972232788171464,0.8136037527722404,11892,14398
benign (67).png,benign,0.8989512235809096,0.8164499546694209,6132,5882
malignant (112).png,malignant,0.8992700730662262,0.8169761275636921,629,741
benign (50).png,benign,0.8995148995845358,0.8173803528748358,685,758
benign (258).png,benign,0.9004224502713202,0.8188803514611632,760,897
malignant (2).png,malignant,0.9012570595781901,0.8202619797860834,11322,10634
benign (328).png,benign,0.9013333335964444,0.8203883503864643,182,193
benign (22).png,benign,0.9027502126728806,0.822739018179463,1594,1933
benign (237).png,benign,0.9045313040635539,0.8257025576805486,2967,2815
benign (137).png,benign,0.9048913044770499,0.8263027299595466,341,395
malignant (62).png,malignant,0.905237187405491,0.8268797377941242,4190,4727
malignant (182).png,malignant,0.907502164850232,0.830667243143008,6555,6148
benign (161).png,benign,0.907586207024019,0.8308080812353331,359,366
benign (60).png,benign,0.9102564105440499,0.835294118615917,160,152
malignant (77).png,malignant,0.9116953151480123,0.8377206566002723,3022,2912
benign (53).png,benign,0.9126671912567528,0.8393632419111965,598,673
benign (59).png,benign,0.913555992169759,0.8408679928626474,1626,1428
benign (343).png,benign,0.9158328428652477,0.8447339848553261,2380,2717
malignant (185).png,malignant,0.9185553140930813,0.8493779904594492,5186,4477
benign (51).png,benign,0.9187396352923057,0.8496932519948059,311,292
benign (263).png,benign,0.9187842551475913,0.8497695853919174,972,1035
benign (195).png,benign,0.9197819314676453,0.8514780101056254,10844,12268
benign (283).png,benign,0.9200561010938905,0.8519480523326025,358,355
benign (375).png,benign,0.9206805655593863,0.8530195382535438,1940,2233
benign (365).png,benign,0.9221288515842415,0.8555093556595537,841,944
benign (348).png,benign,0.9225473323191956,0.8562300324082107,290,291
malignant (183).png,malignant,0.9229534510495222,0.856929955311933,6535,5925
malignant (206).png,malignant,0.9230769230815029,0.8571428571586529,8490,8306
benign (364).png,benign,0.9232158988487758,0.8573825504153342,1584,1737
benign (190).png,benign,0.9265934066095399,0.8632268632828719,2110,2440
benign (18).png,benign,0.9270644014281261,0.864044778337893,6098,6557
benign (291).png,benign,0.9304964539992958,0.8700265255436962,362,343
benign (106).png,benign,0.9317681585240145,0.8722527474282242,656,707
benign (390).png,benign,0.9324437031422488,0.8734375001977539,560,639
benign (96).png,benign,0.9336715282265476,0.8755946717707909,3811,4074
benign (158).png,benign,0.9338624338697241,0.8759305211174668,4330,4742
malignant (88).png,malignant,0.9354913294946839,0.8788010426243263,2108,2217
malignant (93).png,malignant,0.9364416608749198,0.880479825544061,4510,4112
benign (5).png,benign,0.9387254902711697,0.8845265591581373,413,403
benign (162).png,benign,0.9392971247945778,0.8855421693642038,149,164
benign (431).png,benign,0.9393939394645758,0.8857142859654631,450,408
benign (102).png,benign,0.9396929824726719,0.8862461220857052,1729,1919
benign (180).png,benign,0.9401238816654344,0.8870129871597234,732,721
benign (82).png,benign,0.9404990403299428,0.8876811595016804,1248,1357
benign (259).png,benign,0.9439563768724761,0.8938611589822942,1592,1709
benign (44).png,benign,0.9462915601709827,0.8980582526746159,375,407
benign (157).png,benign,0.9467133411331337,0.8988183161751712,1260,1311
benign (229).png,benign,0.946848678493509,0.8990623276894306,1752,1691
benign (65).png,benign,0.94728800613167,0.8998548621916873,1286,1332
benign (38).png,benign,0.9474367294306056,0.9001233046854213,732,809
benign (6).png,benign,0.9487471526487773,0.9024918744285029,877,879
malignant (167).png,malignant,0.9492250133657154,0.9033570702073308,6719,6378
benign (264).png,benign,0.9495485926802003,0.90394337718101,2800,2849
benign (381).png,benign,0.9496768236496591,0.9041758242179447,2082,2250
benign (412).png,benign,0.9516951133994999,0.9078419127569058,10935,10450
benign (284).png,benign,0.9522174535186788,0.9087930093343566,1825,1670
benign (385).png,benign,0.953209109750224,0.9106012658935116,1183,1232
benign (186).png,benign,0.953246753256873,0.9106699752230479,2232,2388
benign (99).png,benign,0.9535055350725071,0.9111424542234539,1334,1376
benign (399).png,benign,0.9536486807756538,0.9114039073349831,4339,4075
benign (10).png,benign,0.9536884495783108,0.911476557063864,2605,2858
benign (403).png,benign,0.9559576647370026,0.9156311314768626,4368,4419
benign (319).png,benign,0.9563729683676763,0.9163934426914808,1177,1161
benign (144).png,benign,0.9580838325863243,0.9195402308098825,81,86
benign (276).png,benign,0.9583446037383899,0.920020773845749,3702,3692
benign (286).png,benign,0.9588667937947607,0.9209837781473094,3669,3673
benign (209).png,benign,0.962686567184069,0.9280575540307733,916,960
benign (103).png,benign,0.9634809634866386,0.929535232404937,3119,3316
benign (327).png,benign,0.9653284671596116,0.9329805996709063,2662,2818
benign (13).png,benign,0.966056223029738,0.9343411552494718,4214,4359
benign (341).png,benign,0.9713840329616542,0.9443602511486555,4424,4557
benign (9).png,benign,0.9754962779194329,0.9521646987731865,3171,3277
benign (323).png,benign,0.9827981651474781,0.9661781285612423,876,868
